day,task_seq,item_type,league_code,league_name,api_league_id,start_year,estimated_calls,notes
1,34,league_season_part_1,E2,England_League_1,0,2024,1000,fixtures=1 events=1104 players=48 | chunk=1
1,35,league_season_part_2,E2,England_League_1,0,2024,153,fixtures=1 events=1104 players=48 | chunk=2
1,36,league_season_part_1,E3,England_League_2,0,2024,1000,fixtures=1 events=1104 players=48 | chunk=1
1,37,league_season_part_2,E3,England_League_2,0,2024,153,fixtures=1 events=1104 players=48 | chunk=2
1,38,league_season_part_1,EC,England_Conference,0,2024,1000,fixtures=1 events=1104 players=48 | chunk=1
1,39,league_season_part_2,EC,England_Conference,0,2024,153,fixtures=1 events=1104 players=48 | chunk=2
1,40,league_season,F1,France_Le_Championnat,0,2024,649,fixtures=1 events=612 players=36
1,41,league_season,F2,France_Division_2,0,2024,649,fixtures=1 events=612 players=36
1,42,league_season,G1,Greece_Ethniki_Katigoria,0,2024,495,fixtures=1 events=466 players=28
1,43,league_season,I1,Italy_Serie_A,0,2024,801,fixtures=1 events=760 players=40
1,44,league_season,I2,Italy_Serie_B,0,2024,801,fixtures=1 events=760 players=40
1,45,league_season,N1,Netherlands_Eredivisie,0,2024,649,fixtures=1 events=612 players=36
1,46,league_season,P1,Portugal_Liga_I,0,2024,649,fixtures=1 events=612 players=36
1,47,league_season,SC0,Scotland_Premier_League,0,2024,481,fixtures=1 events=456 players=24
1,48,league_season,SC1,Scotland_Division_1,0,2024,381,fixtures=1 events=360 players=20
1,49,league_season,SC2,Scotland_Division_2,0,2024,381,fixtures=1 events=360 players=20
1,50,league_season,SC3,Scotland_Division_3,0,2024,381,fixtures=1 events=360 players=20
1,51,league_season,SP1,Spain_La_Liga,0,2024,801,fixtures=1 events=760 players=40
1,52,league_season,SP2,Spain_La_Liga_2,0,2024,969,fixtures=1 events=924 players=44
1,53,league_season,T1,Turkey_Ligi_1,0,2024,723,fixtures=1 events=684 players=38
1,54,league_season,B1,Belgium_Jupiler_League,0,2023,657,fixtures=1 events=624 players=32
1,55,league_season,D1,Germany_Bundesliga_1,0,2023,649,fixtures=1 events=612 players=36
1,56,league_season,D2,Germany_Bundesliga_2,0,2023,649,fixtures=1 events=612 players=36
1,57,league_season,E0,England_Premier_League,0,2023,801,fixtures=1 events=760 players=40
1,58,league_season_part_1,E1,England_Championship,0,2023,1000,fixtures=1 events=1104 players=48 | chunk=1
1,59,league_season_part_2,E1,England_Championship,0,2023,153,fixtures=1 events=1104 players=48 | chunk=2
1,60,league_season_part_1,E2,England_League_1,0,2023,1000,fixtures=1 events=1104 players=48 | chunk=1
1,61,league_season_part_2,E2,England_League_1,0,2023,153,fixtures=1 events=1104 players=48 | chunk=2
1,62,league_season_part_1,E3,England_League_2,0,2023,1000,fixtures=1 events=1104 players=48 | chunk=1
1,63,league_season_part_2,E3,England_League_2,0,2023,153,fixtures=1 events=1104 players=48 | chunk=2
1,64,league_season_part_1,EC,England_Conference,0,2023,1000,fixtures=1 events=1104 players=48 | chunk=1
1,65,league_season_part_2,EC,England_Conference,0,2023,153,fixtures=1 events=1104 players=48 | chunk=2
1,66,league_season,F1,France_Le_Championnat,0,2023,649,fixtures=1 events=612 players=36
1,67,league_season,F2,France_Division_2,0,2023,801,fixtures=1 events=760 players=40
1,68,league_season,G1,Greece_Ethniki_Katigoria,0,2023,509,fixtures=1 events=480 players=28
1,69,league_season,I1,Italy_Serie_A,0,2023,801,fixtures=1 events=760 players=40
1,70,league_season,I2,Italy_Serie_B,0,2023,801,fixtures=1 events=760 players=40
1,71,league_season,N1,Netherlands_Eredivisie,0,2023,649,fixtures=1 events=612 players=36
1,72,league_season,P1,Portugal_Liga_I,0,2023,649,fixtures=1 events=612 players=36
1,73,league_season,SC0,Scotland_Premier_League,0,2023,481,fixtures=1 events=456 players=24
1,74,league_season,SC1,Scotland_Division_1,0,2023,381,fixtures=1 events=360 players=20
1,75,league_season,SC2,Scotland_Division_2,0,2023,381,fixtures=1 events=360 players=20
1,76,league_season,SC3,Scotland_Division_3,0,2023,381,fixtures=1 events=360 players=20
1,77,league_season,SP1,Spain_La_Liga,0,2023,801,fixtures=1 events=760 players=40
1,78,league_season,SP2,Spain_La_Liga_2,0,2023,969,fixtures=1 events=924 players=44
1,79,league_season,T1,Turkey_Ligi_1,0,2023,801,fixtures=1 events=760 players=40
1,80,league_season,B1,Belgium_Jupiler_League,0,2022,649,fixtures=1 events=612 players=36
1,81,league_season,D1,Germany_Bundesliga_1,0,2022,649,fixtures=1 events=612 players=36
1,82,league_season,D2,Germany_Bundesliga_2,0,2022,649,fixtures=1 events=612 players=36
1,83,league_season,E0,England_Premier_League,0,2022,801,fixtures=1 events=760 players=40
1,84,league_season_part_1,E1,England_Championship,0,2022,1000,fixtures=1 events=1104 players=48 | chunk=1
1,85,league_season_part_2,E1,England_Championship,0,2022,153,fixtures=1 events=1104 players=48 | chunk=2
1,86,league_season_part_1,E2,England_League_1,0,2022,1000,fixtures=1 events=1104 players=48 | chunk=1
1,87,league_season_part_2,E2,England_League_1,0,2022,153,fixtures=1 events=1104 players=48 | chunk=2
1,88,league_season_part_1,E3,England_League_2,0,2022,1000,fixtures=1 events=1104 players=48 | chunk=1
1,89,league_season_part_2,E3,England_League_2,0,2022,153,fixtures=1 events=1104 players=48 | chunk=2
1,90,league_season_part_1,EC,England_Conference,0,2022,1000,fixtures=1 events=1104 players=48 | chunk=1
1,91,league_season_part_2,EC,England_Conference,0,2022,153,fixtures=1 events=1104 players=48 | chunk=2
1,92,league_season,F1,France_Le_Championnat,0,2022,801,fixtures=1 events=760 players=40
1,93,league_season,F2,France_Division_2,0,2022,801,fixtures=1 events=760 players=40
1,94,league_season,G1,Greece_Ethniki_Katigoria,0,2022,509,fixtures=1 events=480 players=28
1,95,league_season,I1,Italy_Serie_A,0,2022,801,fixtures=1 events=760 players=40
1,96,league_season,I2,Italy_Serie_B,0,2022,801,fixtures=1 events=760 players=40
1,97,league_season,N1,Netherlands_Eredivisie,0,2022,649,fixtures=1 events=612 players=36
1,98,league_season,P1,Portugal_Liga_I,0,2022,649,fixtures=1 events=612 players=36
1,99,league_season,SC0,Scotland_Premier_League,0,2022,481,fixtures=1 events=456 players=24
1,100,league_season,SC1,Scotland_Division_1,0,2022,381,fixtures=1 events=360 players=20
1,101,league_season,SC2,Scotland_Division_2,0,2022,381,fixtures=1 events=360 players=20
1,102,league_season,SC3,Scotland_Division_3,0,2022,381,fixtures=1 events=360 players=20
1,103,league_season,SP1,Spain_La_Liga,0,2022,801,fixtures=1 events=760 players=40
1,104,league_season,SP2,Spain_La_Liga_2,0,2022,969,fixtures=1 events=924 players=44
1,105,league_season,T1,Turkey_Ligi_1,0,2022,723,fixtures=1 events=684 players=38
1,106,league_season,B1,Belgium_Jupiler_League,0,2021,649,fixtures=1 events=612 players=36
1,107,league_season,D1,Germany_Bundesliga_1,0,2021,649,fixtures=1 events=612 players=36
1,108,league_season,D2,Germany_Bundesliga_2,0,2021,649,fixtures=1 events=612 players=36
1,109,league_season,E0,England_Premier_League,0,2021,801,fixtures=1 events=760 players=40
1,110,league_season_part_1,E1,England_Championship,0,2021,1000,fixtures=1 events=1104 players=48 | chunk=1
1,111,league_season_part_2,E1,England_Championship,0,2021,153,fixtures=1 events=1104 players=48 | chunk=2
1,112,league_season_part_1,E2,England_League_1,0,2021,1000,fixtures=1 events=1104 players=48 | chunk=1
1,113,league_season_part_2,E2,England_League_1,0,2021,153,fixtures=1 events=1104 players=48 | chunk=2
1,114,league_season_part_1,E3,England_League_2,0,2021,1000,fixtures=1 events=1104 players=48 | chunk=1
1,115,league_season_part_2,E3,England_League_2,0,2021,153,fixtures=1 events=1104 players=48 | chunk=2
1,116,league_season_part_1,EC,England_Conference,0,2021,1000,fixtures=1 events=1012 players=46 | chunk=1
1,117,league_season_part_2,EC,England_Conference,0,2021,59,fixtures=1 events=1012 players=46 | chunk=2
1,118,league_season,F1,France_Le_Championnat,0,2021,801,fixtures=1 events=760 players=40
1,119,league_season,F2,France_Division_2,0,2021,801,fixtures=1 events=760 players=40
1,120,league_season,G1,Greece_Ethniki_Katigoria,0,2021,509,fixtures=1 events=480 players=28
1,121,league_season,I1,Italy_Serie_A,0,2021,801,fixtures=1 events=760 players=40
2,122,league_season,I2,Italy_Serie_B,0,2021,801,fixtures=1 events=760 players=40
2,123,league_season,N1,Netherlands_Eredivisie,0,2021,649,fixtures=1 events=612 players=36
2,124,league_season,P1,Portugal_Liga_I,0,2021,649,fixtures=1 events=612 players=36
2,125,league_season,SC0,Scotland_Premier_League,0,2021,481,fixtures=1 events=456 players=24
2,126,league_season,SC1,Scotland_Division_1,0,2021,381,fixtures=1 events=360 players=20
2,127,league_season,SC2,Scotland_Division_2,0,2021,381,fixtures=1 events=360 players=20
2,128,league_season,SC3,Scotland_Division_3,0,2021,381,fixtures=1 events=360 players=20
2,129,league_season,SP1,Spain_La_Liga,0,2021,801,fixtures=1 events=760 players=40
2,130,league_season,SP2,Spain_La_Liga_2,0,2021,969,fixtures=1 events=924 players=44
2,131,league_season,T1,Turkey_Ligi_1,0,2021,801,fixtures=1 events=760 players=40
2,132,league_season,B1,Belgium_Jupiler_League,0,2020,649,fixtures=1 events=612 players=36
2,133,league_season,D1,Germany_Bundesliga_1,0,2020,649,fixtures=1 events=612 players=36
2,134,league_season,D2,Germany_Bundesliga_2,0,2020,649,fixtures=1 events=612 players=36
2,135,league_season,E0,England_Premier_League,0,2020,939,fixtures=1 events=892 players=46
2,136,league_season_part_1,E1,England_Championship,0,2020,1000,fixtures=1 events=1258 players=60 | chunk=1
2,137,league_season_part_2,E1,England_Championship,0,2020,319,fixtures=1 events=1258 players=60 | chunk=2
2,138,league_season_part_1,E2,England_League_1,0,2020,1000,fixtures=1 events=1104 players=48 | chunk=1
2,139,league_season_part_2,E2,England_League_1,0,2020,153,fixtures=1 events=1104 players=48 | chunk=2
2,140,league_season_part_1,E3,England_League_2,0,2020,1000,fixtures=1 events=1104 players=48 | chunk=1
2,141,league_season_part_2,E3,England_League_2,0,2020,153,fixtures=1 events=1104 players=48 | chunk=2
2,142,league_season_part_1,EC,England_Conference,0,2020,1000,fixtures=1 events=954 players=46 | chunk=1
2,143,league_season_part_2,EC,England_Conference,0,2020,1,fixtures=1 events=954 players=46 | chunk=2
2,144,league_season,F1,France_Le_Championnat,0,2020,801,fixtures=1 events=760 players=40
2,145,league_season,F2,France_Division_2,0,2020,801,fixtures=1 events=760 players=40
2,146,league_season,G1,Greece_Ethniki_Katigoria,0,2020,573,fixtures=1 events=540 players=32
2,147,league_season_part_1,I1,Italy_Serie_A,0,2020,1000,fixtures=1 events=956 players=46 | chunk=1
2,148,league_season_part_2,I1,Italy_Serie_A,0,2020,3,fixtures=1 events=956 players=46 | chunk=2
2,149,league_season,I2,Italy_Serie_B,0,2020,955,fixtures=1 events=900 players=54
2,150,league_season,N1,Netherlands_Eredivisie,0,2020,649,fixtures=1 events=612 players=36
2,151,league_season,P1,Portugal_Liga_I,0,2020,747,fixtures=1 events=706 players=40
2,152,league_season,SC0,Scotland_Premier_League,0,2020,481,fixtures=1 events=456 players=24
2,153,league_season,SC1,Scotland_Division_1,0,2020,291,fixtures=1 events=270 players=20
2,154,league_season,SC2,Scotland_Division_2,0,2020,241,fixtures=1 events=220 players=20
2,155,league_season,SC3,Scotland_Division_3,0,2020,241,fixtures=1 events=220 players=20
2,156,league_season,SP1,Spain_La_Liga,0,2020,921,fixtures=1 events=874 players=46
2,157,league_season_part_1,SP2,Spain_La_Liga_2,0,2020,1000,fixtures=1 events=1052 players=58 | chunk=1
2,158,league_season_part_2,SP2,Spain_La_Liga_2,0,2020,111,fixtures=1 events=1052 players=58 | chunk=2
2,159,league_season,T1,Turkey_Ligi_1,0,2020,973,fixtures=1 events=930 players=42
2,160,league_season,B1,Belgium_Jupiler_League,0,2019,497,fixtures=1 events=464 players=32
2,161,league_season,D1,Germany_Bundesliga_1,0,2019,649,fixtures=1 events=612 players=36
2,162,league_season,D2,Germany_Bundesliga_2,0,2019,649,fixtures=1 events=612 players=36
2,163,league_season,E0,England_Premier_League,0,2019,669,fixtures=1 events=628 players=40
2,164,league_season,E1,England_Championship,0,2019,999,fixtures=1 events=950 players=48
2,165,league_season,E2,England_League_1,0,2019,847,fixtures=1 events=800 players=46
2,166,league_season,E3,England_League_2,0,2019,929,fixtures=1 events=880 players=48
2,167,league_season,EC,England_Conference,0,2019,951,fixtures=1 events=902 players=48
2,168,league_season,F1,France_Le_Championnat,0,2019,599,fixtures=1 events=558 players=40
2,169,league_season,F2,France_Division_2,0,2019,601,fixtures=1 events=560 players=40
2,170,league_season,G1,Greece_Ethniki_Katigoria,0,2019,449,fixtures=1 events=420 players=28
2,171,league_season,I1,Italy_Serie_A,0,2019,605,fixtures=1 events=564 players=40
2,172,league_season,I2,Italy_Serie_B,0,2019,661,fixtures=1 events=620 players=40
2,173,league_season,N1,Netherlands_Eredivisie,0,2019,501,fixtures=1 events=464 players=36
2,174,league_season,P1,Portugal_Liga_I,0,2019,555,fixtures=1 events=518 players=36
2,175,league_season,SC0,Scotland_Premier_League,0,2019,383,fixtures=1 events=358 players=24
2,176,league_season,SC1,Scotland_Division_1,0,2019,295,fixtures=1 events=274 players=20
2,177,league_season,SC2,Scotland_Division_2,0,2019,299,fixtures=1 events=278 players=20
2,178,league_season,SC3,Scotland_Division_3,0,2019,295,fixtures=1 events=274 players=20
2,179,league_season,SP1,Spain_La_Liga,0,2019,687,fixtures=1 events=646 players=40
2,180,league_season,SP2,Spain_La_Liga_2,0,2019,841,fixtures=1 events=796 players=44
2,181,league_season,T1,Turkey_Ligi_1,0,2019,559,fixtures=1 events=522 players=36
2,182,league_season,B1,Belgium_Jupiler_League,0,2018,513,fixtures=1 events=480 players=32
2,183,league_season,D1,Germany_Bundesliga_1,0,2018,649,fixtures=1 events=612 players=36
2,184,league_season,D2,Germany_Bundesliga_2,0,2018,649,fixtures=1 events=612 players=36
2,185,league_season,E0,England_Premier_League,0,2018,801,fixtures=1 events=760 players=40
2,186,league_season_part_1,E1,England_Championship,0,2018,1000,fixtures=1 events=1104 players=48 | chunk=1
2,187,league_season_part_2,E1,England_Championship,0,2018,153,fixtures=1 events=1104 players=48 | chunk=2
2,188,league_season_part_1,E2,England_League_1,0,2018,1000,fixtures=1 events=1104 players=48 | chunk=1
2,189,league_season_part_2,E2,England_League_1,0,2018,153,fixtures=1 events=1104 players=48 | chunk=2
2,190,league_season_part_1,E3,England_League_2,0,2018,1000,fixtures=1 events=1104 players=48 | chunk=1
2,191,league_season_part_2,E3,England_League_2,0,2018,153,fixtures=1 events=1104 players=48 | chunk=2
2,192,league_season_part_1,EC,England_Conference,0,2018,1000,fixtures=1 events=1104 players=48 | chunk=1
2,193,league_season_part_2,EC,England_Conference,0,2018,153,fixtures=1 events=1104 players=48 | chunk=2
2,194,league_season,F1,France_Le_Championnat,0,2018,801,fixtures=1 events=760 players=40
2,195,league_season,F2,France_Division_2,0,2018,801,fixtures=1 events=760 players=40
2,196,league_season,G1,Greece_Ethniki_Katigoria,0,2018,513,fixtures=1 events=480 players=32
2,197,league_season,I1,Italy_Serie_A,0,2018,801,fixtures=1 events=760 players=40
2,198,league_season,I2,Italy_Serie_B,0,2018,723,fixtures=1 events=684 players=38
2,199,league_season,N1,Netherlands_Eredivisie,0,2018,649,fixtures=1 events=612 players=36
2,200,league_season,P1,Portugal_Liga_I,0,2018,649,fixtures=1 events=612 players=36
2,201,league_season,SC0,Scotland_Premier_League,0,2018,481,fixtures=1 events=456 players=24
2,202,league_season,SC1,Scotland_Division_1,0,2018,381,fixtures=1 events=360 players=20
2,203,league_season,SC2,Scotland_Division_2,0,2018,381,fixtures=1 events=360 players=20
2,204,league_season,SC3,Scotland_Division_3,0,2018,381,fixtures=1 events=360 players=20
2,205,league_season,SP1,Spain_La_Liga,0,2018,801,fixtures=1 events=760 players=40
2,206,league_season,SP2,Spain_La_Liga_2,0,2018,969,fixtures=1 events=924 players=44
2,207,league_season,T1,Turkey_Ligi_1,0,2018,649,fixtures=1 events=612 players=36
2,208,league_season,B1,Belgium_Jupiler_League,0,2017,513,fixtures=1 events=480 players=32
2,209,league_season,D1,Germany_Bundesliga_1,0,2017,649,fixtures=1 events=612 players=36
2,210,league_season,D2,Germany_Bundesliga_2,0,2017,649,fixtures=1 events=612 players=36
2,211,league_season,E0,England_Premier_League,0,2017,801,fixtures=1 events=760 players=40
2,212,league_season_part_1,E1,England_Championship,0,2017,1000,fixtures=1 events=1104 players=48 | chunk=1
2,213,league_season_part_2,E1,England_Championship,0,2017,153,fixtures=1 events=1104 players=48 | chunk=2
2,214,league_season_part_1,E2,England_League_1,0,2017,1000,fixtures=1 events=1104 players=48 | chunk=1
2,215,league_season_part_2,E2,England_League_1,0,2017,153,fixtures=1 events=1104 players=48 | chunk=2
2,216,league_season_part_1,E3,England_League_2,0,2017,1000,fixtures=1 events=1104 players=48 | chunk=1
2,217,league_season_part_2,E3,England_League_2,0,2017,153,fixtures=1 events=1104 players=48 | chunk=2
2,218,league_season_part_1,EC,England_Conference,0,2017,1000,fixtures=1 events=1104 players=48 | chunk=1
2,219,league_season_part_2,EC,England_Conference,0,2017,153,fixtures=1 events=1104 players=48 | chunk=2
2,220,league_season,F1,France_Le_Championnat,0,2017,801,fixtures=1 events=760 players=40
2,221,league_season,F2,France_Division_2,0,2017,801,fixtures=1 events=760 players=40
2,222,league_season,G1,Greece_Ethniki_Katigoria,0,2017,513,fixtures=1 events=480 players=32
2,223,league_season,I1,Italy_Serie_A,0,2017,801,fixtures=1 events=760 players=40
2,224,league_season,I2,Italy_Serie_B,0,2017,969,fixtures=1 events=924 players=44
2,225,league_season,N1,Netherlands_Eredivisie,0,2017,649,fixtures=1 events=612 players=36
2,226,league_season,P1,Portugal_Liga_I,0,2017,649,fixtures=1 events=612 players=36
2,227,league_season,SC0,Scotland_Premier_League,0,2017,481,fixtures=1 events=456 players=24
2,228,league_season,SC1,Scotland_Division_1,0,2017,381,fixtures=1 events=360 players=20
2,229,league_season,SC2,Scotland_Division_2,0,2017,381,fixtures=1 events=360 players=20
2,230,league_season,SC3,Scotland_Division_3,0,2017,381,fixtures=1 events=360 players=20
2,231,league_season,SP1,Spain_La_Liga,0,2017,801,fixtures=1 events=760 players=40
2,232,league_season,SP2,Spain_La_Liga_2,0,2017,969,fixtures=1 events=924 players=44
2,233,league_season,T1,Turkey_Ligi_1,0,2017,649,fixtures=1 events=612 players=36
2,234,league_season,B1,Belgium_Jupiler_League,0,2016,513,fixtures=1 events=480 players=32
2,235,league_season,D1,Germany_Bundesliga_1,0,2016,649,fixtures=1 events=612 players=36
2,236,league_season,D2,Germany_Bundesliga_2,0,2016,649,fixtures=1 events=612 players=36
2,237,league_season,E0,England_Premier_League,0,2016,801,fixtures=1 events=760 players=40
2,238,league_season_part_1,E1,England_Championship,0,2016,1000,fixtures=1 events=1104 players=48 | chunk=1
2,239,league_season_part_2,E1,England_Championship,0,2016,153,fixtures=1 events=1104 players=48 | chunk=2
2,240,league_season_part_1,E2,England_League_1,0,2016,1000,fixtures=1 events=1104 players=48 | chunk=1
2,241,league_season_part_2,E2,England_League_1,0,2016,153,fixtures=1 events=1104 players=48 | chunk=2
3,242,league_season_part_1,E3,England_League_2,0,2016,1000,fixtures=1 events=1104 players=48 | chunk=1
3,243,league_season_part_2,E3,England_League_2,0,2016,153,fixtures=1 events=1104 players=48 | chunk=2
3,244,league_season_part_1,EC,England_Conference,0,2016,1000,fixtures=1 events=1104 players=48 | chunk=1
3,245,league_season_part_2,EC,England_Conference,0,2016,153,fixtures=1 events=1104 players=48 | chunk=2
3,246,league_season,F1,France_Le_Championnat,0,2016,801,fixtures=1 events=760 players=40
3,247,league_season,F2,France_Division_2,0,2016,801,fixtures=1 events=760 players=40
3,248,league_season,G1,Greece_Ethniki_Katigoria,0,2016,513,fixtures=1 events=480 players=32
3,249,league_season,I1,Italy_Serie_A,0,2016,801,fixtures=1 events=760 players=40
3,250,league_season,I2,Italy_Serie_B,0,2016,969,fixtures=1 events=924 players=44
3,251,league_season,N1,Netherlands_Eredivisie,0,2016,649,fixtures=1 events=612 players=36
3,252,league_season,P1,Portugal_Liga_I,0,2016,649,fixtures=1 events=612 players=36
3,253,league_season,SC0,Scotland_Premier_League,0,2016,481,fixtures=1 events=456 players=24
3,254,league_season,SC1,Scotland_Division_1,0,2016,381,fixtures=1 events=360 players=20
3,255,league_season,SC2,Scotland_Division_2,0,2016,381,fixtures=1 events=360 players=20
3,256,league_season,SC3,Scotland_Division_3,0,2016,381,fixtures=1 events=360 players=20
3,257,league_season,SP1,Spain_La_Liga,0,2016,801,fixtures=1 events=760 players=40
3,258,league_season,SP2,Spain_La_Liga_2,0,2016,969,fixtures=1 events=924 players=44
3,259,league_season,T1,Turkey_Ligi_1,0,2016,649,fixtures=1 events=612 players=36
3,260,league_season,B1,Belgium_Jupiler_League,0,2015,513,fixtures=1 events=480 players=32
3,261,league_season,D1,Germany_Bundesliga_1,0,2015,649,fixtures=1 events=612 players=36
3,262,league_season,D2,Germany_Bundesliga_2,0,2015,649,fixtures=1 events=612 players=36
3,263,league_season,E0,England_Premier_League,0,2015,801,fixtures=1 events=760 players=40
3,264,league_season_part_1,E1,England_Championship,0,2015,1000,fixtures=1 events=1104 players=48 | chunk=1
3,265,league_season_part_2,E1,England_Championship,0,2015,153,fixtures=1 events=1104 players=48 | chunk=2
3,266,league_season_part_1,E2,England_League_1,0,2015,1000,fixtures=1 events=1104 players=48 | chunk=1
3,267,league_season_part_2,E2,England_League_1,0,2015,153,fixtures=1 events=1104 players=48 | chunk=2
3,268,league_season_part_1,E3,England_League_2,0,2015,1000,fixtures=1 events=1104 players=48 | chunk=1
3,269,league_season_part_2,E3,England_League_2,0,2015,153,fixtures=1 events=1104 players=48 | chunk=2
3,270,league_season_part_1,EC,England_Conference,0,2015,1000,fixtures=1 events=1104 players=48 | chunk=1
3,271,league_season_part_2,EC,England_Conference,0,2015,153,fixtures=1 events=1104 players=48 | chunk=2
3,272,league_season,F1,France_Le_Championnat,0,2015,801,fixtures=1 events=760 players=40
3,273,league_season,F2,France_Division_2,0,2015,801,fixtures=1 events=760 players=40
3,274,league_season,G1,Greece_Ethniki_Katigoria,0,2015,513,fixtures=1 events=480 players=32
3,275,league_season,I1,Italy_Serie_A,0,2015,801,fixtures=1 events=760 players=40
3,276,league_season,I2,Italy_Serie_B,0,2015,969,fixtures=1 events=924 players=44
3,277,league_season,N1,Netherlands_Eredivisie,0,2015,649,fixtures=1 events=612 players=36
3,278,league_season,P1,Portugal_Liga_I,0,2015,649,fixtures=1 events=612 players=36
3,279,league_season,SC0,Scotland_Premier_League,0,2015,481,fixtures=1 events=456 players=24
3,280,league_season,SC1,Scotland_Division_1,0,2015,381,fixtures=1 events=360 players=20
3,281,league_season,SC2,Scotland_Division_2,0,2015,381,fixtures=1 events=360 players=20
3,282,league_season,SC3,Scotland_Division_3,0,2015,381,fixtures=1 events=360 players=20
3,283,league_season,SP1,Spain_La_Liga,0,2015,801,fixtures=1 events=760 players=40
3,284,league_season,SP2,Spain_La_Liga_2,0,2015,969,fixtures=1 events=924 players=44
3,285,league_season,T1,Turkey_Ligi_1,0,2015,649,fixtures=1 events=612 players=36
3,286,league_season,B1,Belgium_Jupiler_League,0,2014,513,fixtures=1 events=480 players=32
3,287,league_season,D1,Germany_Bundesliga_1,0,2014,649,fixtures=1 events=612 players=36
3,288,league_season,D2,Germany_Bundesliga_2,0,2014,649,fixtures=1 events=612 players=36
3,289,league_season,E0,England_Premier_League,0,2014,801,fixtures=1 events=760 players=40
3,290,league_season_part_1,E1,England_Championship,0,2014,1000,fixtures=1 events=1104 players=48 | chunk=1
3,291,league_season_part_2,E1,England_Championship,0,2014,153,fixtures=1 events=1104 players=48 | chunk=2
3,292,league_season_part_1,E2,England_League_1,0,2014,1000,fixtures=1 events=1104 players=48 | chunk=1
3,293,league_season_part_2,E2,England_League_1,0,2014,153,fixtures=1 events=1104 players=48 | chunk=2
3,294,league_season_part_1,E3,England_League_2,0,2014,1000,fixtures=1 events=1104 players=48 | chunk=1
3,295,league_season_part_2,E3,England_League_2,0,2014,153,fixtures=1 events=1104 players=48 | chunk=2
3,296,league_season_part_1,EC,England_Conference,0,2014,1000,fixtures=1 events=1104 players=48 | chunk=1
3,297,league_season_part_2,EC,England_Conference,0,2014,153,fixtures=1 events=1104 players=48 | chunk=2
3,298,league_season,F1,France_Le_Championnat,0,2014,801,fixtures=1 events=760 players=40
3,299,league_season,F2,France_Division_2,0,2014,801,fixtures=1 events=760 players=40
